Source ID *,Question ID *,Question type *,Question *,Option A,Option B,Option C,Option D,Option E,Options F...,Correct Answer *,Correct Answer 2,Correct Answer 3,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6+
Exercise_5_-_Properties_of_polygons,5ecb9012cb764c8789693a6ba5525f28,single_selection,"Given that X = {1,3,5,7,9} 
Y= {2,3,5,7} 
U ={Counting numbers less than 10} 
If X and Y are Subsets of U, State whether or not the Statements in Question 13 to 20 are true or false: 

X $$\cup$$ {} = { }",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,8b3fa33bc4994daebf227eeec9e5316e,single_selection,"For question 6-10, state whether or not the statement is true or false. 

The highest common factor of $$3m^2$$ and $$9m^2$$ is $$9m^3$$ .",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,728e39910fee4dc397ebb3706fedf0b8,single_selection,"For question 6 to 10, state whether or not the statement is true or false, given that b = (3 – a) (a +3) 

If a = 4, then b = 7",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,0fbd3d2c302e4e409cb530efa9c2d880,single_selection,"If A = {0,1}. Which one of the following is a subset of A.",{},{d},{61},{10},,,{},,,,,,,,
Exercise_5_-_Properties_of_polygons,63996ebe0ddf4780a711f57329d4827b,single_selection,What is (T $$\cup$$ S)’?,"{4,6,8,10}","{1,2,3,,5,7,9}","{2,4,6,8,10}","{1,2,3,4,5,6,7,8,9,10}",,,"{4,6,8,10}",,,,,,,,
Exercise_5_-_Properties_of_polygons,6a4b184239894b45b359ab6640c6ff04,single_selection,Simplify $$(5x-2)^2$$,$$5x^2-20x+4$$,$$5x2^2+20x+4$$,$$25x^2-20x+4$$,$$25x^2+20x+4$$,,,$$25x^2-20x+4$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,a524c48b238b4033838208cff0463ea4,single_selection,Make M the subject of $$P=\frac{3M+1}{M}$$,M = 3P – 1,$$M=\frac{1}{P-M}$$,M= 3P + 1,$$M=\frac{1}{3-P}$$,,,$$M=\frac{1}{P-M}$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,a766ef4b1df04d33a814d60384d44850,single_selection,How many pupils failed both subjects,15,20,35,45,,,15,,,,,,,,
Exercise_5_-_Properties_of_polygons,bec24ce774624868a3693925595ed24b,single_selection,What are the members of $$\left(T\cap S\right)^1$$ ?,"{3,5,7}","{4,6,8,10}","{1,2,4,6,8,9,10}",{2},,,"{1,2,4,6,8,9,10}",,,,,,,,
Exercise_5_-_Properties_of_polygons,d955906863c44a498d13338df6acbc0f,single_selection,1\. Factorize the expression ( x+y)4a + (x+y)(a+3b),(x+y)(5a – 3b),$$(x+y)(4a^2-3b)$$,(x+y)( 4a-3b),(x+y)(5a+3b),,,(x+y)(5a+3b),,,,,,,,
Exercise_5_-_Properties_of_polygons,35f954d4dd0b40fe88f64c28de1bc77a,single_selection,"1\. If $$y=-\frac{1}{2}x+4$$ , find y when x = 2",-5,-3,3,5,,,3,,,,,,,,
Exercise_5_-_Properties_of_polygons,96cefd18f00144da8589e13b798f9cb3,single_selection,Find the number of pupils who passed at least one subject.,15,20,35,45,,,45,,,,,,,,
Exercise_5_-_Properties_of_polygons,cfd9812fe82443c59b956a9e07ddc945,single_selection,"Use the information below to answer question 4 to 6 

Given that ={1,2,3,4,5,6,7,8,9,10} 
T={2,3,5,7} 
S={1,3,5,7,9} 

Where S and T are Subset of u. 

List the elements of $$T^1$$","{1,3,5,7,9}","{1,4,6,8,9,10}","{2,3,5,7}","{1,2,3,4,5,6,7,8,9}",,,"{1,4,6,8,9,10}",,,,,,,,
Exercise_5_-_Properties_of_polygons,fb7f9b60fdf546988de95427b7a79f08,single_selection,Which of the following is a factor of the expression $$x^2-2x-3x+6$$ ?,(x+2),(x-2),(x+6),(x-6),,,(x+6),,,,,,,,
Exercise_5_-_Properties_of_polygons,73991da6163f4eadb87637909a2f75d1,single_selection,"Make T the subject of 
$$L^2=\frac{4\pi^2T}{g}$$",$$T=\frac{gL}{2\pi}$$,$$T=\frac{gL^2}{2\pi}$$,$$T=\frac{L^2}{4g}$$,$$T=\frac{gL^2}{4\pi^2}$$,,,$$T=\frac{gL^2}{4\pi^2}$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,6f56c99c87384c0eabcb2506fb387cef,single_selection,How many pupils passed exactly one subject?,15,20,35,45,,,35,,,,,,,,
Exercise_5_-_Properties_of_polygons,9e5aacb080d043ac85fbe0436d891436,single_selection,Which region represent prime factors of 35,P,$$P\cap Q$$,P only,$$P\cup Q$$,,,$$P\cap Q$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,8c359392f42944119e433b417a8cde74,single_selection,Find the product of (a-5) and (a-7),$$a^2-12a+35$$,$$a^2+12a+35$$,$$a^2-12a-35$$,$$a^2+12a-36$$,,,$$a^2-12a+35$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,155140ce9ca24078be8dfe0e3b22a175,single_selection,"If y = 2x – 6, find x in terms of y.",x= 2y – 6,2x = y + 6,$$x=\frac{y+6}{2}$$,$$x=\frac{y-6}{2}$$,,,$$x=\frac{y+6}{2}$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,42649f43acc54eb4915601a46e103fb0,single_selection,How many pupils passed mathematics but not English.,15,20,25,30,,,20,,,,,,,,
Exercise_5_-_Properties_of_polygons,ed534a19732d46a3abe22f8af5af1e9a,single_selection,List the members of set Q,{2},"{1,3,5,7,9}","{1,9}","{2,3,5,7}",,,"{1,3,5,7,9}",,,,,,,,
Exercise_5_-_Properties_of_polygons,c272af82e0d244059398182396e523a4,single_selection,"Select the correct options. 

Expand ( a+2b) (a-2b)",$$a^2-4ab-4b^2$$,$$a^2+4ab-4b^2$$,$$a^2-4ab$$,$$a^2+4ab$$,,,$$a^2-4ab$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,02722147cdc848f984101b0c70becdf4,single_selection,"Select the correct options. 

Find the value of 3xy – x when x = 2 and y = -3",-20,-16,16,20,,,-20,,,,,,,,
Exercise_5_-_Properties_of_polygons,7bcc67c958a740708f6d1ebb67290471,single_selection,"For question 1 to 10, select the correct option. 

In a school of 60 pupils, 25 passed English and 30 passed in Mathematics. 10 pupils passed both English and Mathematics. 
Use this information to answer questions 1 to 5 
What is the total number of pupils who passed English only?",15,20,25,30,,,15,,,,,,,,
Exercise_5_-_Properties_of_polygons,27a0e884d5ce4568910165075b1f3593,single_selection,"Select the correct options ![](exerciseimages/dafaa61ddec2c853192cbc3c53dd7262.png) 

What are the members of set P.",{2},"{1,3,5,7,9}","{1,9}","{2, 3,5,7}",,,"{2, 3,5,7}",,,,,,,,
Exercise_5_-_Properties_of_polygons,b30bef2814734c05a02b9fae432a7567,single_selection,The type of triangle with 3 obtuse angles is called obtuse- angled triangle.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Properties_of_polygons,8969b104abca48288a54f28b9c8b968e,single_selection,The exterior angle of a regular polygon is given $$\frac{360}{n}$$ .,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,065889944946480d83e3f88e5decdb39,single_selection,The sum of the exterior angle of a polygon is 180(n-2),TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Properties_of_polygons,7e308b8481e045c790168aa073bd67a3,single_selection,The number of triangles in a polygon with 'n' sides is '(n-2)'.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,bb9369abff344f0f8975cf13e17d92fd,single_selection,"For question 6 to 10, state whether or not the statement is true or false 

Three exterior angles of a regular triangle is equal to the sum of its interior angle.",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,105d58dd353c4f95b6e5a28b1b93e5ea,single_selection,"The exterior angles of a polygon are $$25^o,43^o,142^o,4x^o$$ and $$x^o$$ . Find the value of x.",$$15^o$$,$$20^o$$,$$25^o$$,$$30^o$$,,,$$25^o$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,e31501a8d76d48d09968ff34c4f41f4c,single_selection,Two of the interior angles of a pentagon are each 1200\. Find the remaining three angles if they are equal.,$$80^o$$,$$90^o$$,$$100^o$$,$$120^o$$,,,$$120^o$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,ed51c1fd5d714c6bb9a37f524dd3d0ba,single_selection,"Calculate the exterior angle of a regular polygon with 6 sides. 

<div>A. 600 B. 6 X 1800 C. 800 D. 8 X 1800</div>",$$60^o$$,$$6\times180^o$$,$$80^o$$,$$8\times180^o$$,,,$$60^o$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,a2ef5a93e17843ea93c237e17b82c064,single_selection,The sum of the interior angle of a polygon with 8 sides is equal to;,$$8\times180^{\circ}$$,$$6\times180^o$$,$$8\times360^o$$,$$6\times360^o$$,,,$$8\times360^o$$,,,,,,,,
Exercise_5_-_Properties_of_polygons,8250388cb544496fbb514bf37ed2cea1,single_selection,"Given that the interior angle of a regular polygon is 1200, how many sides has the polygon?",6,8,10,12,,,10,,,,,,,,
Exercise_5_-_Dentition_in_humans,2a3e091ad5ad45c0b23be0c4ea467752,single_selection,Which is the furthest planet from the sun?,Earth,Pluto,Mars,Mercury,,,Pluto,,,,,,,,
Exercise_5_-_Dentition_in_humans,521cca5066484eec898d3843a3b51ef9,single_selection,"Which of the following factors can lead to soil nutrient depletion? 

 I. Leaching

II. Overgrazing

 III. Mulching

 IV. Erosion",I and II only,"II, III and IV only","I, II and IV only","I, II, III and IV",,,"II, III and IV only",,,,,,,,
Exercise_5_-_Dentition_in_humans,c6fa17e3760e4916a6cb2d46fd88bc4c,single_selection,The sun is the source of heat and light on earth. What powers the sun’s energy?,Nuclear fusion,Heat,Pressure,Chemical reaction,,,Nuclear fusion,,,,,,,,
Exercise_5_-_Dentition_in_humans,691b8adc3a794cae8e2d002fd7412800,single_selection,Which of the following is not a component of soil?,Ammonia,Micro organisms,Mineral salts,Water,,,Ammonia,,,,,,,,
Exercise_5_-_Dentition_in_humans,d74699f8987443db81bd77080a3632d3,single_selection,Which of the following constitute the galaxies and everything in it?,Comets,Milky Way,Solar System,Universe,,,Universe,,,,,,,,
Exercise_5_-_Dentition_in_humans,78bd05ccfe294a78bc0fba98ab82b18d,single_selection,Farming practice that encourages soil erosion is,Bush burning,Cover cropping,Crop rotation,Contour Ploughing,,,Bush burning,,,,,,,,
Exercise_5_-_Dentition_in_humans,59055ed8da0f4bbb83aecdf65d452b5a,single_selection,Which of the following terms best describes direction of motion of a moon around the earth?,Anti-clockwise,Clockwise,Linear,Vibration,,,Clockwise,,,,,,,,
Exercise_5_-_Dentition_in_humans,c66ed04262ff464f84712371c869001f,single_selection,"Mercury, Venus, Earth, Mars, are names of",Earth,Mars,Mercury,Uranus,,,Mercury,,,,,,,,
Exercise_5_-_Dentition_in_humans,efe323e5c5694c398362bfbaeb19c11b,single_selection,Which of the following can lead to the depletion of soil nutrients?,Soil conditioning,Mulching,Crop rotation,Leaching,,,Leaching,,,,,,,,
Exercise_5_-_Dentition_in_humans,1c22fd824b4b48a3a0f914e67a8d3138,single_selection,What name is given to the object orbits around a larger object?,Larger object,Meteor,Comet,Satellite,,,Satellite,,,,,,,,
Exercise_5_-_Dentition_in_humans,29631585cd764dd1aebf3aa22f63a770,single_selection,"Mercury, Venus, Earth, Mars, are names of",Comets,Meteors,Galaxies,Planets,,,Planets,,,,,,,,
Exercise_5_-_Dentition_in_humans,9a205093a4e14dc9a492762e5afce9bf,single_selection,All the following activities promote soil conservation except,Afforestation,Mulching,Over cropping,Terracing,,,Over cropping,,,,,,,,
Exercise_5_-_Dentition_in_humans,f9a4cfee55cc4691ae5e4a43a2c111b1,single_selection,The earth and moon are attracted by …….,Gravity,Light,Satellite,Orbits,,,Gravity,,,,,,,,
Exercise_5_-_Dentition_in_humans,451c5d26ff7048b895712a40ea794279,single_selection,"A star is a huge, glowing ball of the hot __________________",Elliptical,Gas,Solar System,Pluto,,,Gas,,,,,,,,
Exercise_5_-_Dentition_in_humans,1a7fa428da61462f972f7092c50f0256,single_selection,All the activities required to maintain and improve soil and its resource are termed as soil……….,Conservation,water,wind,gully,,,Conservation,,,,,,,,
Exercise_5_-_Dentition_in_humans,6e9c290b9c5f4600a9646c33fdeb7eb9,single_selection,Which of the following is an organic acid?,Acetic Acid,Hydrochloric Acid,Nitric Acid,Sulphuric Acid,,,Acetic Acid,,,,,,,,
Exercise_5_-_Dentition_in_humans,a9698e8e446548b792dacfa682a7156e,single_selection,The moon reflects the ………..from the sun.,Light,Gravity,Satellite,Non-luminous,,,Light,,,,,,,,
Exercise_5_-_Dentition_in_humans,ef577df258b449788740c53ecb854d3b,single_selection,The sun is the center of the ________________________,Elliptical,Pluto,Star,Solar System,,,Solar System,,,,,,,,
Exercise_5_-_Dentition_in_humans,a4f0a8f9c24d4b07b7c132838cc238bc,multiple_selection,Agents of erosion are ………..and …………,Gully,Water,Conservation,wind,,,Water,wind,,,,,,,
Exercise_5_-_Dentition_in_humans,f8c8bec59023466bad07b37ab3aa6c33,single_selection,"What word best describes the following reaction?

$$HCl+KOH\longrightarrow KCl+H_2O$$",Condensation,Combination,Neutralization,Oxidation,,,Neutralization,,,,,,,,
Exercise_5_-_Dentition_in_humans,56097f7ec6e84cd49ed3a740fd0808a8,single_selection,The moon is a ……….body.,Light,Non-luminous,Gravity,Satellite,,,Non-luminous,,,,,,,,
Exercise_5_-_Dentition_in_humans,d051678813894285a9815c52b189ae11,single_selection,Comets travel around the sun in __________________ orbits.,Elliptical,Pluto,Star,Gas,,,Elliptical,,,,,,,,
Exercise_5_-_Dentition_in_humans,a9070998e93946a89aa73fbb46913749,single_selection,The physical and chemical substance effective for plant growth is called………..,Top soil,Gully,Soil resources,Conservation,,,Soil resources,,,,,,,,
Exercise_5_-_Dentition_in_humans,241cacea8873472f8647346030ab0edf,single_selection,Which hazard symbol has the following description **“chemical pouring on metal and hand”?**,Corrosive,Flammable,Harmful,Toxic,,,Corrosive,,,,,,,,
Exercise_5_-_Dentition_in_humans,c962512e96f048deb1b68ef3a34b3923,multiple_selection,The earth has ………..moon which orbits the earth in every ……… days,Satellite,28,orbits,One,,,28,One,,,,,,,
Exercise_5_-_Dentition_in_humans,8ef0a376a61542bb9ebd5c49c8904ca0,single_selection,_______________ _is the outermost planet is believed to be made of rock and ice.,Elliptical,Pluto,Star,Solar System,,,Pluto,,,,,,,,
Exercise_5_-_Dentition_in_humans,005627054db94e46b5bd4c39d09ef08e,single_selection,"Splash ,rill and ……….are types of erosion",Gully,Top soil,Soil resources,wind,,,Gully,,,,,,,,
Exercise_5_-_Dentition_in_humans,cf6568ac92f2421683886afdc6651c38,single_selection,The following are household items. Which of them will change litmus paper blue?,Aspirin,lemon,Soap,Vinegar,,,Soap,,,,,,,,
Exercise_5_-_Dentition_in_humans,5765ab7ca8c148b0929c239d828ea169,multiple_selection,"Select the correct options. 

A moon is a natural……………that ………..around a planet.",orbits,Light,Satellite,One,,,orbits,Satellite,,,,,,,
Exercise_5_-_Dentition_in_humans,0d2b8c4c426c494f86f79ec7e23bbb02,single_selection,"Select the correct options. 

The sun is a _____________________ and a source of light.",Elliptical,Pluto,Star,Gas,,,Star,,,,,,,,
Exercise_5_-_Dentition_in_humans,9235ff7735b848ef9e1c5ebbcce02c37,multiple_selection,"Select the corrections. 

Soil erosion involves the removal of ……..and ………..needed for plant growth.",Gully,Top soil,water,nutrients,,,Top soil,nutrients,,,,,,,
Exercise_5_-_Dentition_in_humans,8c0f30472540424dbb59063549590fe3,single_selection,Which of the following substances contains an acid?,Common Salt,Milk of Magnesia,Over cleaner,Vinegar,,,Vinegar,,,,,,,,
Exercise_5_-_Dentition_in_humans,3b271fc679f948239ee79dcec51af20b,single_selection,Which of the following type of teeth is used for chewing and grinding?,Canines,Incisors,Premolars,Molars,,,Canines,,,,,,,,
Exercise_5_-_Dentition_in_humans,9a4cbd8ff373416f968d0b7974cce73c,single_selection,The type of teeth used for biting and cutting are the,Canines,Incisors,Premolars,Molars,,,Incisors,,,,,,,,
Exercise_5_-_Dentition_in_humans,6f074e8ce07544288023637b21ceac83,single_selection,"The following are types of the teeth. 

I. incisor 

II. Canine 

III. Premolar 

IV. Molars

Which of them is/are chisel shaped?",I only,II only,I and III only,"I, III and IV only",,,I only,,,,,,,,
Exercise_5_-_Dentition_in_humans,85d974295c99421c82a701ce50b486ab,single_selection,Which part of the tooth is the above projection above the gum?,Dentine,Root,Crown,Neck,,,Crown,,,,,,,,
Exercise_5_-_Dentition_in_humans,e134e03c21f04e9687afa6c0ee5f0fe3,single_selection,Gum is the part that surrounds the ……………………….. of the tooth.,Enamel,Crown,Root,Neck,,,Neck,,,,,,,,
Exercise_5_-_Dentition_in_humans,bc0d47691c904d9aa20b2e5a53e06366,single_selection,Pulp cavity is located inside the ………………………….,Dentine,Root,Enamel,Crown,,,Dentine,,,,,,,,
Exercise_5_-_Dentition_in_humans,2817f151cdca448993a67d2bbb53bc64,single_selection,…………………………. Is found between the gum and the jaw bone.,Dentine,Root,Crown,Neck,,,Root,,,,,,,,
Exercise_5_-_Dentition_in_humans,acad3fe076b24575bd06462baf86c527,multiple_selection,Neck is found between the ………………….. and the ………………………,Neck,Root,Enamel,Crown,,,Root,Crown,,,,,,,
Exercise_5_-_Dentition_in_humans,5e8b5cf69c4846c08dd9b4873e3d88d8,single_selection,"Select the correct options. 

………………….. is the outermost part of the human tooth.",Root,Dentine,Enamel,Crown,,,Enamel,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",8600a639fb85439383b55952182d5229,single_selection,Rita,Common noun,Proper noun,,,,,Proper noun,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",75a3553a6d1d42159d20c9a75dca3382,single_selection,Family,Common noun,Proper noun,,,,,Common noun,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",2671f8c2f4f04cd2bef6c48f5ee88abd,single_selection,January,Proper noun,Common noun,,,,,Proper noun,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",3c7e9d2d7ccb4dcda3efac7ef904f57e,single_selection,Accra,Proper noun,Common noun,,,,,Proper noun,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",0cf77cbdbc2747e8946ae8e7e1adce0d,single_selection,The professor told us ___________ dog had been burying bones in his garden.,His,He,,,,,His,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",919457b472e44ad9a313e05dd0096433,single_selection,Dan,Proper noun,Common noun,,,,,Proper noun,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",b5e4441b01574557bbe0618ca75b3941,single_selection,We must stop quarreling among ___________.,Themselves,Ourselves,,,,,Ourselves,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",93696b02f66a469c927e198d70ea4416,single_selection,Food,Proper noun,Common noun,,,,,Common noun,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",a425e11bad8e447386bb0ca6668d4dd4,single_selection,Shall __________ follow her suggestions?,We,Him,,,,,We,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",a25513d773db470bba6ee9b76c5c86c2,single_selection,Girl,Proper noun,Common noun,,,,,Common noun,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",2bdf5635e446489a90a5ed3fe3d5720b,single_selection,We must not allow_________________ to overlook injustice.,Themselves,Ourselves,,,,,Ourselves,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",89ac29df9e6a41919b2457054a5622c0,single_selection,Ambassador,Proper noun,Common noun,,,,,Common noun,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",337ac139a35e4318b8f2bccebfd38d7d,single_selection,"Select the correct options

My record player is quite different from ____________________",Hers,Him,,,,,Hers,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",b5743a3dc0f844498c1e94d645b003c9,single_selection,"Match the following under proper or common nouns. 

Gladys",Proper noun,Common noun,,,,,Proper noun,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",7ad4202477ec4adfb5dac886ccf85331,multiple_selection,"This knapsack is mine, said Sheila. “You must have left yours back at the campsite, Frank.",Mine,You,Yours,Frank,,,Mine,You,Yours,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",8b6f0a88223f4c19956f473d61f952f3,single_selection,Flash,Flashs,Flashes,,,,,Flashes,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",5dc9f29a152b4b72a7338ff77d3cab39,single_selection,The ____________ of our school toured two European countries during a summer month.,Singer,Doctor,Architect,Principal/Headmaster,,,Principal/Headmaster,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",264df510c218424d967f53d793c1ec43,multiple_selection,Alan cut his figures and now it is bandaged.,Alan,Now,His,It,,,His,It,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",bf38483694704a7b8e19d281e99a88b0,single_selection,Tooth,Tooths,Teeth,,,,,Teeth,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",a4c8bc431d004f708104b03edfb83703,single_selection,The beautiful and season _____________ took the microphone to sing.,Doctor,Teacher,Principal,Singer,,,Singer,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",68ec54d85271478c8d11bdb557d4be73,multiple_selection,Cynthia forgot her lunch but two class mates shared theirs with her.,Cynthia,but,Her,Theirs,,,Her,Theirs,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",cf83e14d31284e48ab50184a616397da,single_selection,Box,Boxers,Boxes,,,,,Boxes,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",973868c395b141148da8e6c136bb49ef,single_selection,All the ____________ slept in class.,Decision,Students,Boxes,Men,,,Students,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",ac687b802e32445c90952db6e382fb25,single_selection,The ___________ examined the patients.,Doctor,Singer,Principal/headmaster,Teacher,,,Doctor,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",cbbe3b8ef223487d88d81f8685814e7b,single_selection,Kwame and Ama took their books to lunch.,Kwame,Ama,Their,To,,,Their,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",a42ed09b262c4feaa55aae3fd2c37064,single_selection,Half,Halves,Halfs,,,,,Halves,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",a0b153684db24cd8a9270337af7e45eb,single_selection,The ______________ is irrevocable.,Students,Men,Decision,Boxes,,,Decision,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",298573b5a2c349b799ece175e76acd3f,single_selection,The ___________ says the building will be completed next month.,Doctor,Singer,Architect,Principal,,,Architect,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",8bb080e6e95e465e90cc04ec0cc849be,multiple_selection,"Identify all the pronouns in the following sentences. 

Mike hit a home run today; it is his first at this school.",It,His,A,Is,,,It,His,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",ae3fa52aa17740bd94138664eeaec512,single_selection,"Select the correct plural forms of the following nouns. 
Star",Stares,Stars,,,,,Stars,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",37dc8c5127b949c0b745ff8fb436be3e,single_selection,"Select the correct options. 

Do you know Achebe’s ___________?",Works,Decision,Students,Boxes,,,Works,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",b46c42aa512c4e6cb740fcd277860f73,single_selection,The ­­­­_____________ asked a student to write an essay.,Architect,Doctor,Singer,Teacher,,,Teacher,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",013e9c5bfaba4bc58db373692907bcd7,single_selection,This is your bag.,Your,This,,,,,This,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",4e3ab6fa424040379327a147634f1e30,single_selection,That is my friend’s house.,That,My,,,,,My,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",6279d77d7ebf44cfa3127139abbf82ff,single_selection,"Select the demonstrative pronouns in the following sentences. 

These boys are from my home town.",These,My,,,,,These,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",6611478d5d61403e921e211256c73c98,single_selection,Kofi uses the piano to play music himself.,Kofi,Himself,,,,,Himself,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",beadbe990d354359b42c67af611c6355,single_selection,I imagine myself a highlife singer.,I,Myself,,,,,Myself,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",f694d824898c4e4cb137ae9921574592,single_selection,We went there ourselves.,We,Ourselves,,,,,Ourselves,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",725a7ea416f24e5089a07f8d3c87d594,single_selection,You must give the tune yourself.,You,Yourself,,,,,Yourself,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",caa7459f0a0147f281800fbb66df3498,single_selection,"Select the reflexive pronouns in the sentences below. 

He taught himself driving slowly.",He,Himself,,,,,Himself,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",3356bfe8462e421abef07be3f6ec484b,single_selection,Give me those books.,Me,Those,,,,,Those,,,,,,,,
"Exercise_5_-_Reflexive,_intensive_and_demonstrative_pronouns",b20b43f2343b489fadedda516a7c843d,single_selection,My house is cleaner than those.,My,Those,,,,,Those,,,,,,,,
Exercise_5_-_Self_identity_II,a77c67ebd29c4671b869028e22af1120,single_selection,All the following economic products from the forest except,Polythene,fiber,gums,dyes,,,Polythene,,,,,,,,
Exercise_5_-_Self_identity_II,11abd8f2202a450fa225a6e0f58880b0,single_selection,One of the harmful ecological problems created by the formation of artificial lakes is,River blindness,sleeping sickness,bilharzia,tuberculosis,,,bilharzia,,,,,,,,
Exercise_5_-_Self_identity_II,8e1c3f6c508646b1bd576886b4021811,single_selection,All the following are characteristics of self-actualizing individual except ……………….,Hardwork,Conservation,Creativity,Self-reliance,,,Conservation,,,,,,,,
Exercise_5_-_Self_identity_II,1244d9aa9ed4475a8f5306e3624ec1fc,single_selection,Which of the following contains the ozone layer?,Ionosphere,Atmosphere,Metosphere,Stratosphere,,,Stratosphere,,,,,,,,
Exercise_5_-_Self_identity_II,015cc50d4f7c4829abd44cf371f3e959,single_selection,The self concept determines ………..,The race of a person,The shape of a person,Who a person is,The physical health of a person,,,Who a person is,,,,,,,,
Exercise_5_-_Self_identity_II,c415eecc1dd945c3a29f2e43becd7cd3,single_selection,The mahogany tree is regarded as an ecosystem because it,Forms part of terrestrial ecology,Serves as habitat for plants and animals,has no definite boundaries,is not affected by biotic factors,,,Serves as habitat for plants and animals,,,,,,,,
Exercise_5_-_Self_identity_II,9d2a15cd85da4aa6baf238a1b5d14ccd,single_selection,A student who aims at becoming a medical doctor has a …………………,Group goal,Family goal,Long-term goal,Long-term value,,,Long-term goal,,,,,,,,
